participantsID,a,Ter,eta,z,sz,st,v,AICc(3),BIC(3),Chi(3),df
46099f8b742520b0,4.517974e-02,8.848461e-01,1.443842e-06,1.020604e-03,7.633733e-27,4.317885e-01,5.000000e+00,4.174887e+02,4.348762e+02,9.474363e+00,6
46fd6e0b3b5c1df3,5.774536e-01,2.311782e-01,4.080533e-01,1.667264e-01,1.716742e-03,1.193164e-01,5.699604e-01,3.832637e+02,4.006512e+02,2.913627e+12,6
4866612e834a9f5a,3.545912e-02,1.013877e+00,4.220962e-04,6.286746e-04,1.486437e-07,1.018025e+00,5.000000e+00,4.383351e+02,4.553056e+02,9.410392e+00,6
49c4e664cf02d362,5.573196e-01,5.113337e-01,5.000000e-01,1.553026e-01,2.354401e-05,6.462965e-01,3.033216e-03,4.323794e+02,4.497670e+02,2.279130e+09,6
4a43f99c56b2a634,1.060696e+00,2.181917e-01,4.870030e-01,5.625383e-01,4.772657e-04,1.849713e-01,-4.296850e-02,3.729280e+02,3.903156e+02,2.820818e+23,6
4a6bf10e80304920,4.160397e-02,9.020834e-01,5.000000e-01,8.654454e-04,9.497558e-05,1.236815e+00,4.999984e+00,5.695025e+02,5.868451e+02,2.174204e+01,6
4dee88b397c3bbf4,7.146783e-01,5.808915e-01,3.092969e-01,2.553825e-01,2.902835e-05,8.546480e-01,1.589554e-01,2.429680e+02,2.603555e+02,2.332455e+01,6
4e3de1ed1c0d6103,1.214900e-01,8.148941e-01,5.000000e-01,7.379910e-03,2.445796e-06,6.022917e-01,-3.163723e-02,5.047291e+02,5.220717e+02,6.926538e+02,6
52abc657a668b04e,4.621198e-02,1.519892e+00,1.178283e-06,1.067773e-03,2.394948e-04,1.641784e+00,4.999999e+00,2.985062e+02,3.158937e+02,7.174450e-01,6
5497867d4afb5993,1.293935e-01,5.975182e-01,5.000000e-01,8.371334e-03,3.583342e-08,3.863941e-01,-1.262649e-01,5.476586e+02,5.650462e+02,1.494100e+01,6
5696a26f6b865ccb,6.492865e-01,9.648639e-03,2.554047e-01,2.107865e-01,8.881202e-07,7.827360e-08,3.393703e-01,3.717345e+02,3.891220e+02,1.603218e+01,6
582ab220066afebc,1.952543e+00,1.861543e+01,3.729090e-01,1.906212e+00,7.585832e-03,1.637083e-01,6.065432e-02,2.098863e+02,2.272738e+02,1.480000e-02,6
5b92bfe31aef1ef9,3.931702e-01,6.849673e-01,4.999978e-01,7.729140e-02,9.465811e-04,4.493902e-01,3.705244e-02,4.223729e+02,4.397604e+02,4.621042e+01,6
61dce9b56e969395,7.357179e-01,4.072453e-01,4.644859e-01,2.706404e-01,7.040445e-04,7.855005e-01,1.217118e-01,1.260699e+01,2.999452e+01,5.952608e+28,6
6246f3d78ae6b481,6.050679e-01,1.136153e+00,4.069492e-01,1.830536e-01,2.764896e-03,1.171981e+00,-4.759174e-02,2.660876e+02,2.834751e+02,1.240514e+01,6
6ac61d4f76c3add5,5.987518e-02,9.023454e-01,4.998495e-01,1.792518e-03,1.782782e-06,7.605790e-01,1.657532e+00,4.903162e+02,5.077037e+02,1.035667e+00,6
6b1327cc38c17c20,2.275141e-01,9.653361e-01,3.443525e-01,2.588134e-02,1.907710e-03,2.066757e-01,-5.217892e-02,3.241800e+02,3.415676e+02,1.332000e-02,6
6d04498f5bb2aefc,5.402377e-01,7.130011e-01,2.431999e-01,1.459284e-01,2.094522e-04,1.292569e-01,5.113312e-02,2.642131e+02,2.816006e+02,1.946742e+00,6
6dcbb2d2c8c4d46a,6.081583e-01,4.863989e-01,4.773044e-01,1.849282e-01,1.857026e-05,6.272029e-01,2.153188e-03,3.907898e+02,4.081774e+02,7.390428e+08,6
6df05dd94d8d774d,2.852489e-01,7.390771e-01,1.338824e-02,4.068347e-02,3.816923e-02,2.945439e-01,6.359184e-03,3.567544e+02,3.741419e+02,1.184001e-02,6
6e0c43d93a4a361e,4.251251e-01,4.862714e-01,4.982907e-01,9.036569e-02,2.557016e-05,6.183090e-01,2.679049e-01,1.283652e+01,3.022405e+01,1458090210686414080,6
6ece121c0867568c,9.636406e-01,4.108669e-01,4.631989e-01,4.643016e-01,7.172426e-05,7.831591e-01,2.227550e-01,3.349812e+02,3.523687e+02,1.055276e+09,6
739442e141b9639a,3.162278e-02,9.530175e-01,5.000000e-01,5.000001e-04,2.089002e-17,5.311790e-01,4.393125e+00,4.305051e+02,4.478926e+02,1.530259e+01,6
74dc2bc1712979fe,3.898211e-01,6.078277e-01,1.242331e-01,7.598023e-02,3.124577e-02,1.076911e-05,1.156630e-02,3.545458e+02,3.719333e+02,1.184000e-02,6
75da8965ce4f9b28,1.045636e-01,1.297082e+00,4.640054e-01,5.466771e-03,1.298454e-06,1.237161e+00,5.011284e-01,3.275806e+02,3.449232e+02,1.029000e-02,6
77d9b25715656b19,4.075401e-02,1.051709e+00,1.344425e-06,8.304446e-04,1.380999e-17,7.819569e-01,5.000000e+00,4.024353e+02,4.197779e+02,2.172445e+00,6
7e158eee0bbe3c33,1.058480e+00,8.179181e-01,2.839150e-01,5.601896e-01,3.686242e-05,2.467439e-02,3.733009e-02,2.177638e+02,2.351513e+02,2.120049e+01,6
819c4ba6a036130b,3.994440e-02,8.908993e-01,1.966607e-07,7.977775e-04,3.408737e-15,7.685059e-01,5.000000e+00,5.000659e+02,5.174535e+02,6.849383e+02,6
820fed1432e2cffc,1.986520e+00,3.185065e+00,3.606217e-01,1.973131e+00,1.000343e-05,1.181620e-04,-1.354934e-02,2.036384e+02,2.210259e+02,6.736972e+02,6
8364d0796dcecadf,3.781496e-01,1.599935e+00,3.638714e-02,7.149857e-02,3.461445e-03,8.320482e-01,1.529296e-01,1.260503e+02,1.434378e+02,1.480000e-02,6
84397dc336c286b4,1.067155e+00,1.235365e+00,4.985984e-01,5.694101e-01,4.700922e-07,2.469730e+00,-1.068616e-02,2.885089e+02,3.058965e+02,3.175780e+10,6
865f30c3abd2af67,5.057664e-01,4.485616e-01,4.759522e-01,1.278998e-01,1.632034e-06,6.998871e-01,4.536289e-02,1.318867e+01,3.057620e+01,8.392597e+19,6
88316d88dd9fdbf7,1.888705e+00,1.950029e+00,4.388827e-02,1.783603e+00,6.414196e-03,6.964033e-01,-1.980703e-02,1.994226e+02,2.166743e+02,1.450000e-02,6
88586c741f59e4d3,1.037595e+00,8.978699e-01,5.000000e-01,5.383015e-01,2.303961e-04,1.794740e+00,-3.962405e-02,2.998210e+02,3.171184e+02,9.758205e+07,6
8b79e9cd1e3a58e9,1.292900e+00,5.501031e-01,4.727214e-01,8.357954e-01,3.633917e-03,1.167458e-02,-6.584542e-02,2.289064e+02,2.462939e+02,1.431064e+01,6
8e3374a0d50454e0,5.182274e-01,3.460707e-01,4.999715e-01,1.342798e-01,9.246028e-04,2.089624e-01,1.036313e-01,4.511851e+02,4.685726e+02,5.962490e+11,6
8e531917bed03e00,3.660511e-01,1.022568e+00,1.178018e-01,6.699669e-02,3.255923e-04,2.655959e-03,1.295681e-01,1.960411e+02,2.134286e+02,1.480000e-02,6
946fca84b1d53bed,6.098648e-01,7.732897e-01,4.938621e-01,1.859675e-01,1.718481e-05,3.506907e-02,-4.575434e-05,3.127248e+02,3.301123e+02,2.701449e+03,6
96b09fe2762bafab,1.333510e-01,1.055858e+00,5.000000e-01,8.891249e-03,1.527779e-07,1.033648e+00,2.334528e-01,4.065205e+02,4.239080e+02,1.102513e+01,6
99bca86575635ced,1.879191e-01,8.690548e-01,5.000000e-01,1.765679e-02,3.121943e-02,8.487867e-01,2.166858e-01,4.608720e+02,4.782596e+02,5.747012e+00,6
9d781c40d36055b2,5.628991e-01,4.497522e-01,4.959120e-01,1.584277e-01,2.683559e-06,6.542299e-01,-1.702099e-03,1.354405e+01,3.093158e+01,1.587380e+20,6
9e5ca4f7d45dda1b,3.352022e-01,7.788343e-01,4.451891e-02,5.618026e-02,4.376716e-16,4.407666e-01,2.073758e-02,3.269617e+02,3.443043e+02,1.176000e-02,6
9ead7cfe118211af,4.874414e-02,1.222277e+00,1.079198e-06,1.187995e-03,1.538920e-09,1.228399e+00,5.000000e+00,3.573789e+02,3.747664e+02,8.085833e+00,6
a0891b37b5b5d79d,6.267107e-01,4.940221e-01,4.911047e-01,1.963832e-01,2.038015e-05,6.331052e-01,4.320945e-03,4.089728e+02,4.263603e+02,7.700938e+10,6
a0b880b91c2982dc,1.887390e+00,4.636685e+00,3.603181e-01,1.781121e+00,1.769369e-01,1.152837e-01,8.958746e-02,2.570833e+02,2.744708e+02,2.698745e+03,6
a751959dd7084c7b,4.673100e-01,1.300935e+00,8.042902e-02,1.091893e-01,1.252182e-03,9.004701e-02,7.124767e-02,2.254077e+02,2.427952e+02,6.736972e+02,6
a7ef69324e55dcf3,4.666726e-01,7.380194e-01,4.976485e-01,1.088917e-01,6.468046e-03,8.810825e-01,9.734510e-02,3.009961e+02,3.183836e+02,265099828266169344,6
ab06a32c33b7c594,5.663278e-01,3.959723e-01,2.494311e-01,1.603636e-01,3.810500e-02,7.412155e-01,1.449222e-01,3.043249e+02,3.217125e+02,1.073966e+01,6
ab652d1792ba579f,2.508869e-01,1.268711e+00,1.233628e-02,3.147212e-02,1.038452e-04,1.701866e-01,2.540371e-01,1.618172e+02,1.792047e+02,1.480000e-02,6
ab7c01f6e1ec753a,5.663737e-01,8.313494e-01,4.881938e-01,1.603896e-01,1.558758e-02,1.263203e+00,1.886962e-02,3.570172e+02,3.744048e+02,1.472548e+08,6
adb5486de57c1af0,5.520630e-02,2.211529e+00,2.841934e-04,1.523868e-03,5.180117e-07,3.395818e+00,5.000000e+00,2.633249e+02,2.806674e+02,3.069645e+00,6
ae4cf4947761ad3f,6.379261e-01,6.397636e-01,4.612844e-01,2.034749e-01,5.175391e-03,9.208564e-01,2.307475e-02,3.283220e+02,3.457095e+02,1.975793e+09,6
af8390dd2a780433,3.867284e-01,1.131889e+00,2.762038e-01,7.477944e-02,5.507100e-03,8.959704e-01,9.478260e-03,2.642677e+02,2.816552e+02,1.332000e-02,6
b8d6cea15a548aa9,8.719363e-01,5.099510e-01,4.607502e-01,3.801365e-01,4.300484e-02,9.800981e-01,2.378037e-01,2.966667e+02,3.140543e+02,3.931528e+09,6
bc688588712e0329,2.617851e-01,2.059641e+00,3.054304e-01,3.426571e-02,1.487688e-02,9.041351e-01,-2.210101e-04,2.059134e+02,2.232560e+02,1.470000e-02,6
bd2adbff911d558e,1.592872e+00,2.455094e-01,2.442688e-01,1.268621e+00,2.431499e-02,2.649407e-03,1.185802e-01,2.272160e+02,2.445586e+02,1.443602e+35,6
c00c5c68db223d0f,9.709368e-01,4.242905e-01,3.209015e-01,4.713592e-01,1.354940e-05,8.078279e-01,1.486116e-01,2.463531e+02,2.637407e+02,6.684334e+02,6
c012de0ccb49819f,9.349665e-02,8.258086e-01,5.000000e-01,4.370812e-03,1.221162e-11,9.454931e-01,4.777106e-01,5.647333e+02,5.821209e+02,1.807051e+01,6
c4ea8a11570e9599,3.686790e-02,1.030671e+00,7.657607e-04,6.796209e-04,1.315384e-09,6.998727e-01,5.000000e+00,4.015247e+02,4.189123e+02,2.154311e-02,6
c79644ab153c0a48,4.483333e-02,8.673620e-01,3.967772e-04,1.005014e-03,7.990127e-13,7.214536e-01,5.000000e+00,4.485346e+02,4.659222e+02,1.681432e+01,6
c7ddb07dc740f9c1,5.412648e-01,1.135973e+00,3.889216e-01,1.464838e-01,1.617420e-02,1.284384e+00,4.757375e-04,2.676214e+02,2.849640e+02,1.024330e+01,6
c893ddb5f65f1a1c,1.351681e+00,1.175292e+00,3.552658e-01,9.135207e-01,2.879315e-02,3.986287e-01,-9.914889e-03,2.177673e+02,2.351548e+02,3.285067e+00,6
ce134a9a9b3122a0,3.455907e-01,1.565538e-01,3.289078e-01,5.971646e-02,4.419399e-04,2.790620e-01,1.488636e-01,6.086454e+02,6.259880e+02,8.950679e+02,6
d2bdb6ae89eb8aca,6.898979e-01,3.539697e-01,2.441438e-01,2.379795e-01,7.052185e-02,6.391505e-01,1.129150e-01,2.991860e+02,3.165735e+02,2.024686e+00,6
d335e83ad7f741bf,3.756236e-01,8.000357e-01,4.112352e-01,7.054654e-02,4.230370e-08,2.318870e-01,2.183192e-01,2.845241e+02,3.018667e+02,1.323011e-02,6
d33cbb234efa4296,4.201835e-01,1.205504e+00,2.537092e-01,8.827710e-02,3.588406e-04,2.694404e-01,1.956024e-01,2.890998e+02,3.064874e+02,1.688208e+04,6
d53b11bcaa0a2095,7.064214e-01,1.611571e-01,3.325705e-01,2.495156e-01,1.343689e-05,7.197921e-03,4.571047e-01,3.402311e+02,3.576186e+02,6.626750e+00,6
d794e2c3b9ab247f,4.010413e-02,9.671887e-01,2.464247e-07,8.041707e-04,1.998329e-17,6.620942e-01,5.000000e+00,4.417446e+02,4.591321e+02,1.210157e+01,6
d9a79bcfee67b028,4.442866e-02,9.042296e-01,4.856092e-01,9.869529e-04,1.736840e-11,4.906103e-01,5.000000e+00,4.320429e+02,4.494304e+02,1.902699e+01,6
dfbeb23c419b6979,4.307731e-01,8.535889e-01,4.999999e-01,9.278271e-02,5.373817e-07,1.076202e+00,1.982146e-01,3.433967e+02,3.607842e+02,1.527516e+09,6
e03130e76a547e00,7.221041e-01,2.780796e-01,3.584606e-01,2.607172e-01,8.396477e-05,2.788122e-01,1.872203e-01,3.188560e+02,3.362436e+02,5737466650209319936,6
e0da73d8b215a4e9,3.334426e-02,1.117584e+00,4.973657e-01,5.559198e-04,2.597063e-09,8.279645e-01,5.000000e+00,3.688222e+02,3.862097e+02,2.405276e-02,6
e35e2512791cd931,7.320179e-01,6.825897e-01,4.999940e-01,2.679251e-01,1.432082e-03,1.364179e+00,2.519912e-01,3.374386e+02,3.548261e+02,1.063978e+07,6
e46f1f873f43128b,7.778626e-02,1.025533e+00,5.000000e-01,3.025351e-03,8.879925e-08,9.628548e-01,1.239765e+00,4.351534e+02,4.525409e+02,7.746573e+00,6
e7d525b0fc295332,3.347966e-01,7.530230e-01,4.998570e-01,5.604437e-02,2.651279e-07,8.070114e-01,6.999400e-01,3.111799e+02,3.285674e+02,5.268482e+12,6
e9ca70bcef834214,1.757174e-01,1.341462e+00,3.300054e-01,1.543831e-02,4.125441e-03,1.035195e+00,-5.382323e-02,2.525754e+02,2.699629e+02,1.332000e-02,6
ec9403432374ee06,3.233718e-01,1.158293e+00,4.833147e-01,5.228465e-02,8.113082e-03,7.910369e-01,-1.983272e-03,2.799959e+02,2.973835e+02,1.781846e+00,6
ed3ee15cd6ecee51,2.330731e-01,1.073092e+00,3.454070e-01,2.716154e-02,7.969244e-03,5.595659e-01,7.674731e-03,3.034671e+02,3.208547e+02,1.332000e-02,6
efbc4b723940e000,2.602926e-01,1.117012e+00,2.783777e-01,3.387613e-02,7.801038e-03,4.621497e-01,-2.099305e-02,2.511203e+02,2.685079e+02,1.332000e-02,6
efe8a903afdceede,2.437432e-01,1.146753e+00,2.867081e-01,2.970538e-02,9.862765e-03,5.846123e-01,-4.362500e-02,2.614143e+02,2.788018e+02,1.332000e-02,6
f1de714332531aa5,5.570950e-01,5.062977e-01,4.529135e-01,1.551774e-01,1.175607e-07,5.874046e-01,6.207164e-01,3.097051e+02,3.270926e+02,7413582219867074,6
f205d1277e6ea6b4,1.539731e+00,4.251284e-01,3.392502e-01,1.185386e+00,1.770609e-08,3.597149e-05,-3.640711e-02,2.288645e+02,2.462520e+02,4.014450e+69,6
f39ae9088896b47f,6.180565e-01,2.673272e-01,2.677194e-01,1.909969e-01,2.176651e-08,5.305997e-01,1.468106e-01,3.215345e+02,3.389221e+02,1.315356e+01,6
f98444c434d40f8b,3.851040e-01,3.145574e-01,4.997742e-01,7.415254e-02,1.176431e-06,4.099210e-01,3.005225e-01,4.272330e+02,4.446205e+02,5.528232e+01,6
fc7ef2c5b91399c2,1.247405e-01,9.081688e-01,5.000000e-01,7.780099e-03,1.511470e-06,7.470977e-01,2.279210e-01,4.412227e+02,4.586102e+02,1.217040e+01,6
ff1d7a9a28686c2b,6.612589e-01,9.040131e-01,4.975656e-01,2.186317e-01,6.487971e-03,3.638960e-01,-4.534774e-02,2.342525e+02,2.515951e+02,1.983706e+00,6
